ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,LGA_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH,PED_OR_CYC,nearest_school,dist_to_gate_m
T20230014387,2023-05-06,06:00:00,3,Struck animal,1,Monday,167,STRUCK ANIMAL,1,776322,1,0,1,0,0,1,2,5,Not at intersection,2,60,Local Road,BANYULE,-37.776882,145.0548,3079.0,True,Preston HS,5734.8
T20240000058,2024-01-01,23:06:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,795860,1,0,0,1,5,6,1,5,Not at intersection,3,60,Arterial Other,MORELAND,-37.73381,144.96527,3058.0,True,Preston HS,3781.5
T20240006200,2024-12-03,08:22:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,935,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,FRANKSTON,-38.14625,145.12244,3199.0,True,Preston HS,46106.9
T20220013429,2022-11-06,16:30:00,7,Fall from or in moving vehicle,6,Saturday,190,FELL IN/FROM VEHICLE,1,715238,1,0,1,0,0,1,2,5,Not at intersection,2,777,,MANSFIELD,-37.156334,145.9895,3713.0,True,Reservoir HS,105578.9
T20210007781,2021-07-04,16:46:00,1,Collision with vehicle,3,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,680142,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,COLAC OTWAY,-38.341072,143.57433,3250.0,True,Preston HS,142072.0
T20210012583,2021-06-06,14:50:00,6,Vehicle overturned (no collision),1,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,689319,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,EAST GIPPSLAND,-37.76034,147.35742,3875.0,True,Reservoir HS,204743.1
T20220007863,2022-07-04,13:45:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,710085,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,MONASH,-37.89476,145.11435,3149.0,True,Preston HS,19452.9
T20220022654,2022-08-10,09:46:00,1,Collision with vehicle,6,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,727836,2,0,1,0,1,2,1,5,Not at intersection,2,999,Local Road,MORELAND,-37.76149,144.9687,3056.0,True,Preston HS,4029.9
T20230005296,2023-05-03,14:30:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,1,762724,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other,SOUTHERN GRAMPIANS,-37.626637,142.33768,3294.0,True,William Ruthven SC,234736.3
T20220017477,2022-05-08,09:00:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,2,778518,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,KINGSTON,-37.936214,145.1177,3169.0,True,Preston HS,23709.5
T20240014460,2024-05-06,21:30:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,9,38741,1,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Highway,MARIBYRNONG,-37.79892,144.89236,3011.0,True,Preston HS,11924.5
T20230011170,2023-11-05,19:54:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,776699,1,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,MOONEE VALLEY,-37.750793,144.92525,3040.0,True,Preston HS,7267.4
T20230028539,2023-03-12,13:50:00,4,Collision with a fixed object,0,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,795148,2,0,0,2,0,2,1,5,Not at intersection,3,70,Local Road,YARRA RANGES,-37.892452,145.49106,3782.0,True,Reservoir HS,44749.2
T20220005024,2022-06-03,11:10:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,708894,1,0,1,0,0,1,1,5,Not at intersection,2,888,Local Road,BALLARAT,-37.484497,143.92072,3352.0,True,William Ruthven SC,98229.6
T20230017217,2023-03-07,02:56:00,2,Struck Pedestrian,2,Monday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,3,798534,1,0,1,0,1,2,2,5,Not at intersection,2,40,Local Road,YARRA,-37.806183,144.98303,3066.0,True,Preston HS,7475.8
T20240025047,2024-04-10,13:11:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,37724,1,0,1,0,2,3,1,1,Cross intersection,2,40,Arterial Other,STONNINGTON,-37.852276,144.99648,3181.0,True,Preston HS,12330.8
T20230012225,2023-05-05,08:15:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,861,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,MORELAND,-37.737373,144.96304,3058.0,True,Preston HS,3904.1
T20220022400,2022-05-10,09:00:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,727225,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,CASEY,-37.980713,145.24075,3177.0,True,Preston HS,33571.8
T20220003004,2022-11-02,17:05:00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,65743,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,MELBOURNE,-37.810318,144.96136,3000.0,True,Preston HS,8624.2
T20220027437,2022-02-12,18:00:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,9,783491,1,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,GLEN EIRA,-37.890076,145.06456,3163.0,True,Preston HS,17253.5
T20240024146,2024-07-09,17:35:00,1,Collision with vehicle,6,Saturday,137,LEFT TURN SIDESWIPE,2,809879,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,MONASH,-37.858364,145.13869,3151.0,True,Preston HS,17376.9
T20220022243,2022-03-10,13:15:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,352352,1,0,1,0,1,2,1,2,T intersection,2,70,Arterial Other,KINGSTON,-37.93365,145.03893,3189.0,True,Preston HS,21526.1
T20210009468,2021-07-04,18:15:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,2,40373,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,STONNINGTON,-37.84985,145.04285,3146.0,True,Preston HS,12429.2
T20230013338,2023-07-06,21:15:00,1,Collision with vehicle,3,Wednesday,137,LEFT TURN SIDESWIPE,3,783443,2,0,0,1,1,2,2,5,Not at intersection,3,40,Arterial Highway,DANDENONG,-37.98981,145.21452,3175.0,True,Preston HS,33055.4
T20250009322,2025-06-04,19:26:00,6,Vehicle overturned (no collision),0,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,817130,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other,MELTON,-37.682377,144.60179,3337.0,True,William Ruthven SC,35337.7
T20240019937,2024-06-08,14:31:00,2,Struck Pedestrian,2,Tuesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,807529,1,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,STONNINGTON,-37.83876,144.99734,3141.0,True,Preston HS,10826.6
T20230029034,2023-06-12,14:30:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),9,37072,1,0,1,0,0,1,2,2,T intersection,2,40,Arterial Other,YARRA,-37.824757,144.9899,3121.0,True,Preston HS,9358.4
T20220009931,2022-03-05,15:40:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,42941,1,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,DANDENONG,-37.96725,145.17616,3174.0,True,Preston HS,29143.0
T20250011886,2025-03-05,09:14:00,8,No collision and no object struck,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,818040,2,0,1,0,1,2,1,4,Multiple intersection,2,60,Arterial Other,MACEDON RANGES,-37.41338,144.5433,3440.0,True,William Ruthven SC,51317.0
T20250017444,2025-01-07,08:50:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,29371,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,MELBOURNE,-37.796375,144.93997,3051.0,True,Preston HS,8472.2
T20250008938,2025-02-04,20:00:00,1,Collision with vehicle,3,Wednesday,159,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,3,1350,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,MORELAND,-37.752895,144.9425,3055.0,True,Preston HS,5814.7
T20240028832,2024-07-11,10:16:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,346677,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,MELBOURNE,-37.80589,144.95612,3051.0,True,Preston HS,8427.5
T20210013627,2021-09-06,19:05:00,2,Struck Pedestrian,4,Wednesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,3,687224,1,0,0,1,0,1,2,5,Not at intersection,3,40,Local Road,PORT PHILLIP,-37.85196,144.97997,3004.0,True,Preston HS,12489.9
T20220028071,2022-04-12,03:00:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,3,783381,2,0,0,1,1,2,2,5,Not at intersection,3,70,Arterial Highway,MELBOURNE,-37.81144,144.99106,3121.0,True,Preston HS,7881.8
T20240000715,2024-04-01,13:00:00,6,Vehicle overturned (no collision),5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,795906,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,MELTON,-37.715904,144.57555,3338.0,True,William Ruthven SC,37664.6
T20220015258,2022-07-07,21:50:00,2,Struck Pedestrian,4,Thursday,104,PED WALKING WITH TRAFFIC,3,719553,1,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other,GEELONG,-38.15101,144.36555,3220.0,True,Preston HS,72360.8
T20220002272,2022-03-02,10:00:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,43696,1,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,HUME,-37.57973,144.72934,3429.0,True,William Ruthven SC,27373.6
T20240000392,2024-06-01,12:50:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,797306,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,TOWONG,-36.159138,147.4106,3700.0,True,Reservoir HS,273845.2
T20230010470,2023-04-05,13:00:00,2,Struck Pedestrian,4,Thursday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,787854,1,0,0,1,1,2,1,5,Not at intersection,3,888,Arterial Other,STONNINGTON,-37.83858,145.03247,3142.0,True,Preston HS,11000.8
T20220002484,2022-05-02,16:30:00,1,Collision with vehicle,6,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,707024,2,0,0,1,2,3,2,5,Not at intersection,3,60,Arterial Other,BAYSIDE,-37.963898,145.01219,3193.0,True,Preston HS,24711.3
T20220000515,2022-08-01,11:30:00,6,Vehicle overturned (no collision),6,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,815369,1,0,0,1,0,1,2,2,T intersection,3,888,Local Road,MANSFIELD,-36.874043,145.99245,3673.0,True,William Ruthven SC,126597.2
T20240014279,2024-04-06,14:00:00,8,No collision and no object struck,3,Tuesday,169,OTHER ON PATH,1,804802,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,DAREBIN,-37.76083,145.01253,3071.0,True,Preston HS,2180.1
T20240016697,2024-01-07,16:10:00,1,Collision with vehicle,2,Monday,131,LEFT REAR,1,71703,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,FRANKSTON,-38.12197,145.14076,3198.0,True,Preston HS,43878.9
T20230029319,2023-06-12,10:00:00,6,Vehicle overturned (no collision),4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,795334,1,0,0,1,0,1,2,5,Not at intersection,3,888,Local Road,MOORABOOL,-37.81545,144.26991,3340.0,True,Preston HS,65306.0
T20210015145,2021-09-07,18:10:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,687594,2,0,1,0,1,2,1,2,T intersection,2,70,Arterial Other,BAYSIDE,-37.931385,145.02066,3187.0,True,Preston HS,21125.6
T20220023189,2022-07-08,13:00:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,782571,1,0,0,1,0,1,2,5,Not at intersection,3,888,,MITCHELL,-37.35706,145.0985,3658.0,True,William Ruthven SC,38676.7
T20210019528,2021-11-09,13:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,694107,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,EAST GIPPSLAND,-37.804306,147.41998,3875.0,True,Reservoir HS,210335.0
T20250010980,2025-12-04,11:30:00,8,No collision and no object struck,6,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,817613,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,MITCHELL,-37.1495,145.1796,3659.0,True,William Ruthven SC,62795.6
T20240006171,2024-04-03,06:39:00,1,Collision with vehicle,2,Monday,153,CUTTING IN (OVERTAKING),2,799946,2,0,0,2,0,2,1,5,Not at intersection,3,40,Local Road,YARRA,-37.788586,145.00374,3068.0,True,Preston HS,5221.8
T20210006467,2021-12-02,11:07:00,1,Collision with vehicle,5,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,680722,2,0,0,1,1,2,2,5,Not at intersection,3,888,Arterial Other,MORELAND,-37.707058,144.9611,3060.0,True,William Ruthven SC,3866.5
T20210012745,2021-09-06,07:05:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,781095,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,BASS COAST,-38.590694,145.58481,3995.0,True,Preston HS,107064.3
T20210010616,2021-11-05,14:40:00,1,Collision with vehicle,3,Tuesday,154,PULLING OUT -REAR END,1,684264,3,0,0,1,2,3,1,2,T intersection,3,40,Arterial Other,MORELAND,-37.777157,144.97858,3068.0,True,Preston HS,4672.3
T20250017566,2025-02-07,07:08:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,42183,2,0,0,2,1,3,1,2,T intersection,3,50,Local Road,BAYSIDE,-37.94835,145.03848,3190.0,True,Preston HS,23143.0
T20250021310,2025-11-08,18:00:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,68777,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,GLEN EIRA,-37.89535,145.06546,3163.0,True,Preston HS,17837.6
T20250000470,2024-10-12,11:30:00,8,No collision and no object struck,3,Tuesday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,1,813535,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,MURRINDINDI,-37.208874,145.4335,3717.0,True,William Ruthven SC,66216.3
T20240022750,2024-03-09,03:50:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,808827,2,0,1,0,1,2,1,5,Not at intersection,2,80,Freeway,MANNINGHAM,-37.8097,145.2125,3111.0,True,Reservoir HS,18795.6
T20240006875,2024-07-03,08:45:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,36377,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,MELBOURNE,-37.800755,144.96994,3053.0,True,Preston HS,7334.1
T20220021569,2022-05-09,00:18:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,726059,1,0,0,2,0,2,1,2,T intersection,3,60,Arterial Other,BANYULE,-37.753143,145.05673,3084.0,True,Reservoir HS,4178.7
T20250012075,2025-06-05,15:10:00,1,Collision with vehicle,3,Tuesday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,818356,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,WANGARATTA,-36.346996,146.30551,3677.0,True,William Ruthven SC,189442.8
T20240018351,2024-12-07,10:40:00,6,Vehicle overturned (no collision),5,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,806517,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,WYNDHAM,-37.843506,144.63277,3029.0,True,Preston HS,34785.9
T20250012335,2025-09-05,07:50:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,355802,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Other,KINGSTON,-38.017117,145.10999,3195.0,True,Preston HS,31928.6
T20210010708,2021-12-05,14:03:00,2,Struck Pedestrian,3,Wednesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,683719,1,0,0,1,1,2,1,2,T intersection,3,30,Local Road,MELBOURNE,-37.812626,144.96523,3000.0,True,Preston HS,8702.9
T20250003041,2025-05-02,11:35:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,814832,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,MARIBYRNONG,-37.77275,144.88615,3032.0,True,Preston HS,11179.5
T20240027777,2024-01-11,17:00:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,43332,2,0,0,1,2,3,1,1,Cross intersection,3,60,Local Road,FRANKSTON,-38.081734,145.12701,3198.0,True,Preston HS,39246.1
T20220027480,2022-04-12,07:50:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,342142,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,SURF COAST,-38.309147,144.32933,3228.0,True,Preston HS,86635.2
T20230003304,2023-10-02,13:30:00,6,Vehicle overturned (no collision),6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,753598,1,0,1,0,0,1,2,5,Not at intersection,2,100,Arterial Other,INDIGO,-36.33473,146.68759,3747.0,True,William Ruthven SC,212831.7
T20220027981,2022-09-12,16:38:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,742719,1,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,DAREBIN,-37.77113,145.01404,3070.0,True,Preston HS,3328.9
T20230029391,2023-12-12,11:58:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,29761,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Other,CASEY,-38.079994,145.25813,3977.0,True,Preston HS,43589.0
T20240031596,2024-09-12,14:30:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),1,62162,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,MORELAND,-37.707325,144.91277,3046.0,True,William Ruthven SC,8027.4
T20210018863,2021-08-09,11:30:00,4,Collision with a fixed object,3,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,692373,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,BENDIGO,-36.701912,144.35658,3551.0,True,William Ruthven SC,124537.2
T20240004452,2024-12-02,09:00:00,2,Struck Pedestrian,2,Monday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,798560,1,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,MELBOURNE,-37.79115,144.93561,3031.0,True,Preston HS,8350.1
T20250017883,2025-05-07,15:50:00,2,Struck Pedestrian,7,Saturday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,821341,1,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Highway,DAREBIN,-37.723873,145.02838,3073.0,True,Reservoir HS,186.7
T20240025610,2024-10-10,12:55:00,1,Collision with vehicle,4,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,128763,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,MELBOURNE,-37.79302,144.97543,3054.0,True,Preston HS,6349.3
T20240017510,2024-11-07,16:10:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,806298,2,0,1,0,0,1,1,5,Not at intersection,2,40,Local Road,MELBOURNE,-37.800026,144.93387,3031.0,True,Preston HS,9137.4
T20240028705,2024-06-11,15:30:00,8,No collision and no object struck,4,Wednesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,811014,1,0,0,1,0,1,2,5,Not at intersection,3,70,Local Road,MELTON,-37.692726,144.6073,3337.0,True,William Ruthven SC,34817.9
T20230023272,2023-06-09,16:00:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,796086,1,0,0,1,1,2,9,5,Not at intersection,3,40,Local Road,MELBOURNE,-37.799534,144.95587,3052.0,True,Preston HS,7850.6
T20240012111,2024-11-05,22:20:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,36189,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,HUME,-37.684402,144.88292,3049.0,True,William Ruthven SC,10651.0
T20230013881,2023-12-06,11:00:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,69534,1,0,0,1,1,2,2,2,T intersection,3,50,Local Road,MONASH,-37.92287,145.11864,3168.0,True,Preston HS,22400.6
T20220015381,2022-09-07,16:53:00,4,Collision with a fixed object,7,Saturday,194,PARKED CAR RUN AWAY,2,723144,1,0,1,0,0,1,1,5,Not at intersection,2,999,Local Road,YARRA RANGES,-37.728333,145.38257,3770.0,True,Reservoir HS,31068.3
T20240022581,2024-04-09,08:00:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,40083,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other,PORT PHILLIP,-37.8693,144.9759,3182.0,True,Preston HS,14450.8
T20220025977,2022-03-11,15:35:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,786925,1,0,0,1,1,2,2,2,T intersection,3,999,,BALLARAT,-37.575233,143.84506,3350.0,True,William Ruthven SC,102850.4
T20220002158,2022-01-02,15:20:00,2,Struck Pedestrian,3,Tuesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,703591,1,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,MELTON,-37.709106,144.57463,3338.0,True,William Ruthven SC,37711.6
T20240025844,2024-12-10,13:49:00,1,Collision with vehicle,6,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,814164,2,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,PORT PHILLIP,-37.859776,144.97737,3182.0,True,Preston HS,13386.8
T20240004378,2023-02-12,17:30:00,6,Vehicle overturned (no collision),7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,798557,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,BENDIGO,-36.81672,144.26376,3555.0,True,William Ruthven SC,117690.8
T20210019022,2021-11-09,13:19:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,694309,3,0,1,1,3,5,1,5,Not at intersection,2,100,Local Road,MITCHELL,-37.151302,145.17993,3659.0,True,William Ruthven SC,62608.7
T20220012605,2022-03-06,19:55:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,3,725261,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,KINGSTON,-37.963272,145.07492,3192.0,True,Preston HS,25347.0
T20240019441,2024-01-08,16:28:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,806962,1,0,1,0,1,2,1,2,T intersection,2,40,Arterial Highway,DANDENONG,-37.957157,145.15128,3171.0,True,Preston HS,27096.7
T20230028704,2023-05-12,12:26:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,794207,3,0,2,3,0,5,1,3,Y intersection,2,80,Arterial Highway,YARRA RANGES,-37.646297,145.55663,3777.0,True,Reservoir HS,47160.9
T20240017139,2024-07-07,09:53:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,806063,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,HOBSONS BAY,-37.88838,144.78302,3028.0,True,Preston HS,25563.2
T20220020572,2022-12-09,10:16:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),1,787110,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,KNOX,-37.88941,145.28818,3156.0,True,Reservoir HS,29355.5
T20250018188,2025-08-07,17:20:00,2,Struck Pedestrian,2,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,820075,1,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other,STONNINGTON,-37.83925,144.99362,3141.0,True,Preston HS,10911.5
T20250020838,2025-06-08,18:55:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),3,821533,2,0,1,0,1,2,1,5,Not at intersection,2,60,Freeway,BOROONDARA,-37.779766,145.09534,3104.0,True,Reservoir HS,8619.7
T20230008272,2023-08-04,04:57:00,1,Collision with vehicle,6,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,774454,2,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other,MELBOURNE,-37.816845,144.95312,3008.0,True,Preston HS,9608.6
T20250006309,2025-02-03,13:00:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,816013,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,MOORABOOL,-37.514847,144.219,3342.0,True,William Ruthven SC,71957.3
T20230000160,2023-03-01,15:55:00,8,No collision and no object struck,3,Tuesday,182,OFF CARRIAGEWAY ON LEFT BEND,1,745643,2,0,0,1,1,2,1,5,Not at intersection,3,100,Local Road,STRATHBOGIE,-36.8698,145.44566,3666.0,True,William Ruthven SC,99923.7
